Original POI ID,Original Avg Pre Pre Open,Original Avg Pre Open,Original Avg Post Open,POI ID,Zip_Code,Group,Station,Open Date,City,OriginalNewCity,Similar New City,Avg Pre Pre Open,Avg Pre Open,Avg Post Open,Original Station Name,Original City,6 Months Before Original POI Open Date,3 Months Before Original POI Open Date,3 Months After Original POI Open Date,size_group,DiD1,DiD2,DiD,DiD3,DiD4,DiD5,difference,orig_latitude,orig_longitude,sim_latitude,sim_longitude,ev_latitude,ev_longitude,ev_level2,ev_dcfc,ev_type,Original POI Open Date,Original POI Open Year,Distance(m),distance_group
venue:37bebb2755275a6fa93500f1,23.97752809,26.67391304,28.70652174,venue:664874a0a5ba320fa141c603,11224,Dining,532 Neptune Avenue,6/13/2023,Brooklyn,Brooklyn,Brooklyn,0.0,0.0,94.54347826,550 Prospect Place,Brooklyn,2/1/2022,5/1/2022,11/1/2022,0-50,2.032608696,94.54347826,-92.51086957,2.696384954,0.0,2.696384954,2.696384954,40.67571259,-73.95592499,40.57889557,-73.97597504,40.675159,-73.958501,7,0,level2,8/1/2022,2022,226.30254006872403,200-300m
venue:63c6322c12f95a296b94b47c,0.0,12.82608696,23.58695652,venue:63bbfb1a999f0306e9222f72,11238,Dining,444 Clinton,3/30/2023,Brooklyn,Brooklyn,Brooklyn,25.57303371,31.47826087,43.40217391,550 Prospect Place,Brooklyn,2/1/2022,5/1/2022,11/1/2022,0-50,10.76086957,11.92391304,-1.163043478,12.82608696,5.905227162,6.920859795,6.920859795,40.67262268,-73.95767975,40.68682098,-73.96635437,40.675159,-73.958501,7,0,level2,8/1/2022,2022,290.0849626346374,200-300m
venue:65cde581eac34603e2db14f1,27.51685393,22.65217391,24.77173913,venue:9b3c2246e26300bd3b3617c1,11211,Dining,Dime,5/1/2023,Brooklyn,Brooklyn,Brooklyn,20.24719101,14.2173913,8.173913043,550 Prospect Place,Brooklyn,2/1/2022,5/1/2022,11/1/2022,0-50,2.119565217,-6.043478261,8.163043478,-4.86468002,-6.029799707,1.165119687,1.165119687,40.67228699,-73.95761108,40.70757294,-73.95606995,40.675159,-73.958501,7,0,level2,8/1/2022,2022,327.6851189800457,300-400m
venue:da8cb1486a9f819c518b85a9,276.4719101,306.1521739,283.8695652,venue:61cb0bce8270127e173f744e,11211,Dining,Dime,5/1/2023,Brooklyn,Brooklyn,Brooklyn,217.3370787,251.1847826,220.1086957,Superior Realty Group,Brooklyn,2/1/2022,5/1/2022,11/1/2022,200-500,-22.2826087,-31.07608696,8.793478261,29.6802638,33.84770396,-4.167440156,4.167440156,40.61360931,-74.03334045,40.70850372,-73.95870209,40.61517985,-74.03198462,4,0,level2,8/1/2022,2022,208.75954352788497,200-300m
venue:ca3e6193f289c699a10374a9,125.6966292,167.7608696,148.2173913,venue:650a9435948b8b07238ef474,11238,Dining,444 Clinton,3/30/2023,Brooklyn,Brooklyn,Brooklyn,110.1573034,155.576087,139.25,Superior Realty Group,Brooklyn,2/1/2022,5/1/2022,11/1/2022,100-200,-19.54347826,-16.32608696,-3.217391304,42.06424035,45.41878359,-3.354543234,3.354543234,40.61581039,-74.03082275,40.68645859,-73.96664429,40.61517985,-74.03198462,4,0,level2,8/1/2022,2022,120.70427092199078,100-200m
venue:c7ea692f10b6dcabd3878d00,23.62921348,32.4673913,33.59782609,venue:63bbfb1a999f0306e9222f72,11238,Dining,444 Clinton,3/30/2023,Brooklyn,Brooklyn,Brooklyn,25.57303371,31.47826087,43.40217391,Superior Realty Group,Brooklyn,2/1/2022,5/1/2022,11/1/2022,0-50,1.130434783,11.92391304,-10.79347826,8.838177821,5.905227162,2.93295066,2.93295066,40.61585236,-74.03078461,40.68682098,-73.96635437,40.61517985,-74.03198462,4,0,level2,8/1/2022,2022,126.05146992362853,100-200m
venue:1e95e860a87bc6313623f4ac,525.673913,560.7078652,568.0869565,venue:ec326354f2dd7b8eab17ad58,11214,Dining,Starbucks - Tesla Supercharger,11/30/2023,Brooklyn,Brooklyn,Brooklyn,636.4130435,691.8314607,764.6195652,Dime,Brooklyn,11/1/2022,2/1/2023,8/1/2023,500-1000,7.379091353,72.78810454,-65.40901319,35.03395213,55.4184172,-20.38446507,20.38446507,40.70858383,-73.95901489,40.58241272,-73.98646545,40.70983,-73.95767,0,15,dcfc,5/1/2023,2023,179.07088814049888,100-200m
venue:e38bbcaba3134294c5264235,66.63043478,38.01086957,56.93333333,venue:662f44f2cfaa3b02c4b2c865,11232,Groceries,484 43rd St,12/8/2021,Brooklyn,Brooklyn,Brooklyn,40.90217391,32.20652174,60.92222222,ProPark 184 Kent Ave - Tesla Destination,Brooklyn,7/18/2018,10/18/2018,4/18/2019,0-50,18.92246377,28.71570048,-9.793236715,-28.61956522,-8.695652174,-19.92391304,19.92391304,40.71680832,-73.96146393,40.65065002,-74.00486755,40.7185092,-73.9648207,4,0,level2,1/18/2019,2019,340.76145821429606,300-400m
venue:be1e86cc72a2e25f78ef2351,210.326087,229.6956522,233.6111111,venue:742edd5eca87ef8411920767,11215,Groceries,352 8th St,12/8/2021,Brooklyn,Brooklyn,Brooklyn,341.4565217,365.3478261,330.2111111,ProPark 184 Kent Ave - Tesla Destination,Brooklyn,7/18/2018,10/18/2018,4/18/2019,200-500,3.915458937,-35.13671498,39.05217391,19.36956522,23.89130435,-4.52173913,4.52173913,40.71704865,-73.96169281,40.66924286,-73.98600769,40.7185092,-73.9648207,4,0,level2,1/18/2019,2019,310.0849940961035,300-400m
venue:e76b447a69061428fc9b23f0,4343.782609,4292.054348,4473.88764,venue:411744b3a23d88fcae1d61fb,11209,Groceries,HCBR STATION 1,6/21/2022,Brooklyn,Brooklyn,Brooklyn,2856.923913,2867.391304,2705.730337,IMPark 353 4th Ave - Tesla Destination,Brooklyn,8/12/2018,11/12/2018,5/12/2019,2500-5000,181.8332926,-161.6609673,343.4942599,-51.72826087,10.4673913,-62.19565217,62.19565217,40.67490005,-73.98876953,40.61981964,-74.03224182,40.6732353,-73.9862323,4,0,level2,2/12/2019,2019,283.18506221376794,200-300m
venue:5ea03daf2243deb4c06129bb,152.5,163.4456522,228.5444444,venue:cfe3973b1c0cfdf3dca61b90,11226,Groceries,395 Lenox Rd,12/17/2021,Brooklyn,Brooklyn,Brooklyn,159.1956522,164.2391304,204.0444444,MTP Parking 568 Union Ave - Tesla Destination,Brooklyn,7/17/2018,10/17/2018,4/17/2019,100-200,65.09879227,39.80531401,25.29347826,10.94565217,5.043478261,5.902173913,5.902173913,40.71922302,-73.95446014,40.65343857,-73.95018005,40.718054,-73.951847,4,0,level2,1/17/2019,2019,256.12612549149156,200-300m
venue:c866625d6d80d181c651785d,1053.815217,794.4891304,775.9230769,venue:7cb94f439caa25cce62a6277,11230,Groceries,The 19th Ave Condominium,4/27/2023,Brooklyn,Brooklyn,Brooklyn,577.5652174,535.6086957,664.5494505,Atlantic Center - Tesla Supercharger,Brooklyn,3/30/2019,6/30/2019,12/30/2019,500-1000,-18.56605351,128.9407549,-147.5068084,-259.326087,-41.95652174,-217.3695652,217.3695652,40.68632126,-73.97389984,40.62535477,-73.97644043,40.683715,-73.974337,0,12,dcfc,9/30/2019,2019,291.7693035237844,200-300m
venue:2589d27e1b5f014be42e69c3,661.8043478,724.8888889,696.2967033,venue:40a68dc599b92496700ac53e,11220,Groceries,484 43rd St,12/8/2021,Brooklyn,Brooklyn,Brooklyn,803.0108696,838.9888889,766.032967,Enterprise Parking 545 Washington Ave - Tesla Destination,Brooklyn,9/30/2018,12/31/2018,6/30/2019,500-1000,-28.59218559,-72.95592186,44.36373626,63.08454106,35.97801932,27.10652174,27.10652174,40.68294144,-73.96326447,40.64646912,-74.00849915,40.681953,-73.964405,4,0,level2,3/31/2019,2019,146.09769238921248,100-200m
venue:c04af7d44cf8b0dcf1a6ec4f,235.826087,258.7333333,213.967033,venue:353ea939d45f90f833556f41,11201,Groceries,Park Kwik - 110 Livingston - Tesla Destination,10/11/2019,Brooklyn,Brooklyn,Brooklyn,450.1086957,470.5888889,451.0989011,Enterprise Parking 545 Washington Ave - Tesla Destination,Brooklyn,9/30/2018,12/31/2018,6/30/2019,200-500,-44.76630037,-19.48998779,-25.27631258,22.90724638,20.48019324,2.42705314,2.42705314,40.68312836,-73.9641037,40.69019699,-73.99329376,40.681953,-73.964405,4,0,level2,3/31/2019,2019,132.98323926373675,100-200m
venue:64ac74f6f50a4d14532641a5,15.97826087,29.63333333,37.81318681,venue:218a1320a22a525501d64788,11217,Groceries,Park Kwik-300 Ashland - Tesla Destination,10/11/2019,Brooklyn,Brooklyn,Brooklyn,0.0,0.0,0.0,Enterprise Parking 545 Washington Ave - Tesla Destination,Brooklyn,9/30/2018,12/31/2018,6/30/2019,0-50,8.17985348,0.0,8.17985348,13.65507246,0.0,13.65507246,13.65507246,40.68288422,-73.96309662,40.68431854,-73.9788208,40.681953,-73.964405,4,0,level2,3/31/2019,2019,151.41869462704906,100-200m
venue:c0089be16815c09b07727b7f,19.2173913,29.12222222,21.06593407,venue:218a1320a22a525501d64788,11217,Groceries,Park Kwik-300 Ashland - Tesla Destination,10/11/2019,Brooklyn,Brooklyn,Brooklyn,0.0,0.0,0.0,Enterprise Parking 545 Washington Ave - Tesla Destination,Brooklyn,9/30/2018,12/31/2018,6/30/2019,0-50,-8.056288156,0.0,-8.056288156,9.904830918,0.0,9.904830918,9.904830918,40.68317032,-73.96426392,40.68431854,-73.9788208,40.681953,-73.964405,4,0,level2,3/31/2019,2019,135.70578109868626,100-200m
venue:d2f9c401e2d0fba467ecc088,297.326087,348.2,277.3186813,venue:cfe3973b1c0cfdf3dca61b90,11226,Groceries,395 Lenox Rd,12/17/2021,Brooklyn,Brooklyn,Brooklyn,168.8043478,206.2555556,167.5604396,IMPark 302 2nd St - Tesla Destination,Brooklyn,9/30/2018,12/31/2018,6/30/2019,200-500,-70.88131868,-38.695116,-32.18620269,50.87391304,37.45120773,13.42270531,13.42270531,40.67678833,-73.98394012,40.65343857,-73.95018005,40.674312,-73.98488,4,0,level2,3/31/2019,2019,286.2416413837178,200-300m
venue:569288cdfeffd1663cc4dd84,2691.527473,2614.195652,2891.271739,venue:411744b3a23d88fcae1d61fb,11209,Groceries,HCBR STATION 1,6/21/2022,Brooklyn,Brooklyn,Brooklyn,2723.967033,2696.880435,2704.086957,Park Kwik - 211 Atlantic - Tesla Destination,Brooklyn,4/11/2019,7/11/2019,1/11/2020,2500-5000,277.076087,7.206521739,269.8695652,-77.33182035,-27.08659818,-50.24522217,50.24522217,40.68953705,-73.99285889,40.61981964,-74.03224182,40.6910734,-73.9901973,6,0,level2,10/11/2019,2019,282.3516641468284,200-300m
venue:353ea939d45f90f833556f41,437.4945055,425.326087,465.423913,venue:c48b4624eb707e47f6f8fc2f,11212,Groceries,1235 Linden Blvd,9/8/2021,Brooklyn,Brooklyn,Brooklyn,284.2197802,280.1413043,280.9130435,Park Kwik - 211 Atlantic - Tesla Destination,Brooklyn,4/11/2019,7/11/2019,1/11/2020,200-500,40.09782609,0.77173913,39.32608696,-12.16841854,-4.078475872,-8.089942666,8.089942666,40.69019699,-73.99329376,40.65488052,-73.91629028,40.6910734,-73.9901973,6,0,level2,10/11/2019,2019,279.2442614363384,200-300m
venue:ddf7557a1c4c43a71b96e7bf,188.8681319,152.0869565,131.0217391,venue:db8bde3059b6741239a9b018,11220,Groceries,484 43rd St,12/8/2021,Brooklyn,Brooklyn,Brooklyn,112.2747253,117.2717391,118.5869565,Park Kwik - 211 Atlantic - Tesla Destination,Brooklyn,4/11/2019,7/11/2019,1/11/2020,100-200,-21.06521739,1.315217391,-22.38043478,-36.78117535,4.997013856,-41.7781892,41.7781892,40.68935394,-73.992836,40.64789581,-74.00775146,40.6910734,-73.9901973,6,0,level2,10/11/2019,2019,293.6111693806754,200-300m
complex:5de67acb7a6c0c02b20a6121,159.3186813,134.3152174,180.4782609,venue:db8bde3059b6741239a9b018,11220,Groceries,484 43rd St,12/8/2021,Brooklyn,Brooklyn,Brooklyn,112.2747253,117.2717391,118.5869565,Park Kwik - 211 Atlantic - Tesla Destination,Brooklyn,4/11/2019,7/11/2019,1/11/2020,100-200,46.16304348,1.315217391,44.84782609,-25.00346393,4.997013856,-30.00047778,30.00047778,40.69039536,-73.99397278,40.64789581,-74.00775146,40.6910734,-73.9901973,6,0,level2,10/11/2019,2019,327.8929811571224,300-400m
venue:5e53acff9ebd3df456eb898d,1195.956044,1159.336957,1240.336957,venue:dafc9c753d0c677b07d3d4c9,11232,Groceries,484 43rd St,12/8/2021,Brooklyn,Brooklyn,Brooklyn,1320.912088,1265.771739,1272.445652,Park Kwik - 211 Atlantic - Tesla Destination,Brooklyn,4/11/2019,7/11/2019,1/11/2020,1000-2500,81.0,6.673913043,74.32608696,-36.61908743,-55.14034878,18.52126135,18.52126135,40.69039917,-73.99398041,40.64889526,-74.00679016,40.6910734,-73.9901973,6,0,level2,10/11/2019,2019,328.4240017440329,300-400m
venue:abece65f1a06c99d91c61ffc,400.1758242,405.6413043,388.6956522,venue:c48b4624eb707e47f6f8fc2f,11212,Groceries,1235 Linden Blvd,9/8/2021,Brooklyn,Brooklyn,Brooklyn,284.2197802,280.1413043,280.9130435,Park Kwik-300 Ashland - Tesla Destination,Brooklyn,4/11/2019,7/11/2019,1/11/2020,200-500,-16.94565217,0.77173913,-17.7173913,5.465480172,-4.078475872,9.543956044,9.543956044,40.68728256,-73.97611237,40.65488052,-73.91629028,40.68608,-73.978252,4,0,level2,10/11/2019,2019,224.8257005797481,200-300m
venue:218a1320a22a525501d64788,0.0,2.72826087,52.58695652,venue:642af989d0457006fa99708f,11224,Groceries,626 Sheepshead Bay Rd - Parking,10/8/2021,Brooklyn,Brooklyn,Brooklyn,0.0,0.0,0.0,Park Kwik-300 Ashland - Tesla Destination,Brooklyn,4/11/2019,7/11/2019,1/11/2020,0-50,49.85869565,0.0,49.85869565,2.72826087,0.0,2.72826087,2.72826087,40.68431854,-73.9788208,40.57923508,-73.97299194,40.68608,-73.978252,4,0,level2,10/11/2019,2019,201.42941196881415,200-300m
venue:42d0836cf16696d9b2d73a38,241.3076923,175.3152174,224.5543478,venue:db8bde3059b6741239a9b018,11220,Groceries,484 43rd St,12/8/2021,Brooklyn,Brooklyn,Brooklyn,112.2747253,117.2717391,118.5869565,Park Kwik-300 Ashland - Tesla Destination,Brooklyn,4/11/2019,7/11/2019,1/11/2020,100-200,49.23913043,1.315217391,47.92391304,-65.99247492,4.997013856,-70.98948877,70.98948877,40.68682861,-73.97523499,40.64789581,-74.00775146,40.68608,-73.978252,4,0,level2,10/11/2019,2019,268.24261169948824,200-300m
venue:902c3ec76894a87003a06cd9,261.0786517,234.4782609,271.0217391,venue:7cb94f439caa25cce62a6277,11230,Groceries,The 19th Ave Condominium,4/27/2023,Brooklyn,Brooklyn,Brooklyn,431.5505618,399.6521739,438.6086957,383 Court St,Brooklyn,2/28/2021,5/28/2021,11/28/2021,200-500,36.54347826,38.95652174,-2.413043478,-26.60039082,-31.89838788,5.297997069,5.297997069,40.67817688,-73.997612,40.62535477,-73.97644043,40.680484,-73.996719,2,0,level2,8/28/2021,2021,267.09220012434764,200-300m
venue:113da55f26f39fd56044f922,91.48314607,57.73913043,103.4130435,venue:5f96da742b8e77304d12fc4f,11215,Groceries,266 13th St,7/7/2022,Brooklyn,Brooklyn,Brooklyn,97.68539326,73.82608696,72.17391304,383 Court St,Brooklyn,2/28/2021,5/28/2021,11/28/2021,50-100,45.67391304,-1.652173913,47.32608696,-33.74401563,-23.8593063,-9.884709331,9.884709331,40.67844009,-73.99755096,40.66427231,-73.99000549,40.680484,-73.996719,2,0,level2,8/28/2021,2021,237.61967096389847,200-300m
venue:1aa79e650424042d104fd1a9,56.5505618,73.44565217,102.4130435,venue:1360ec45408c24609fac2fe3,11211,Groceries,Dime,5/1/2023,Brooklyn,Brooklyn,Brooklyn,70.19101124,83.08695652,90.31521739,383 Court St,Brooklyn,2/28/2021,5/28/2021,11/28/2021,50-100,28.9673913,7.22826087,21.73913043,16.89509038,12.89594529,3.99914509,3.99914509,40.68337631,-73.99567413,40.70822906,-73.95676422,40.680484,-73.996719,2,0,level2,8/28/2021,2021,333.1095761879283,300-400m
venue:dc6d4a52fdda44daa26f1d48,62.88043478,63.35869565,59.50549451,venue:7e0449a89f791cf3209a97cc,11215,Groceries,266 13th St,7/7/2022,Brooklyn,Brooklyn,Brooklyn,63.61956522,62.97826087,65.96703297,33 Norman Ave,Brooklyn,3/8/2021,6/8/2021,12/8/2021,50-100,-3.853201147,2.988772097,-6.841973244,0.47826087,-0.641304348,1.119565217,1.119565217,40.72586823,-73.95175934,40.66583633,-73.98873138,40.724591,-73.954512,4,0,level2,9/8/2021,2021,272.3944296463922,200-300m
venue:8cf5665540abd86f9e441919,733.3913043,801.7826087,800.4505495,venue:9a644d7513f5a9049a432807,11224,Groceries,Starbucks - Tesla Supercharger,11/30/2023,Brooklyn,Brooklyn,Brooklyn,765.2717391,831.7065217,822.5384615,1235 Linden Blvd,Brooklyn,3/8/2021,6/8/2021,12/8/2021,500-1000,-1.332059245,-9.168060201,7.836000956,68.39130435,66.43478261,1.956521739,1.956521739,40.6553688,-73.91551971,40.57935715,-73.98470306,40.654381,-73.913436,4,0,level2,9/8/2021,2021,207.57539383825042,200-300m
venue:c48b4624eb707e47f6f8fc2f,224.6956522,276.7826087,259.021978,venue:f9956227ac9844e2afc8de13,11224,Groceries,532 Neptune Avenue,6/13/2023,Brooklyn,Brooklyn,Brooklyn,314.423913,363.9347826,353.6923077,1235 Linden Blvd,Brooklyn,3/8/2021,6/8/2021,12/8/2021,200-500,-17.76063067,-10.24247492,-7.518155757,52.08695652,49.51086957,2.576086957,2.576086957,40.65488052,-73.91629028,40.57846069,-73.97506714,40.654381,-73.913436,4,0,level2,9/8/2021,2021,247.68582386637618,200-300m
venue:1455192e87a458f9cf11dfe2,34.7826087,37.42391304,34.2967033,venue:bfd1a5eb4a9711645e6f9859,11215,Groceries,New York Presbyterian Hospital,9/30/2022,Brooklyn,Brooklyn,Brooklyn,21.51086957,23.19565217,17.61538462,1235 Linden Blvd,Brooklyn,3/8/2021,6/8/2021,12/8/2021,0-50,-3.127209747,-5.580267559,2.453057812,2.641304348,1.684782609,0.956521739,0.956521739,40.65470505,-73.91664886,40.66732788,-73.98152924,40.654381,-73.913436,4,0,level2,9/8/2021,2021,274.0934285515532,200-300m
venue:fda8c00a3db99ae9aeb08330,463.4505495,454.6630435,305.6630435,venue:b0e6b6757dbb373162ec2250,11238,Groceries,550 Prospect Place,8/1/2022,Brooklyn,Brooklyn,Brooklyn,411.3846154,393.7065217,482.1086957,167-149 Meeker Ave,Brooklyn,4/26/2021,7/26/2021,1/26/2022,200-500,-149.0,88.40217391,-237.4021739,-8.787505972,-17.67809365,8.890587673,8.890587673,40.71366119,-73.95122528,40.67611694,-73.95837402,40.714318,-73.953186,6,0,level2,10/26/2021,2021,181.0210860247115,100-200m
venue:3a55a5d27aaca56b04a300b6,75.11956522,84.20879121,67.31111111,venue:7e0449a89f791cf3209a97cc,11215,Groceries,266 13th St,7/7/2022,Brooklyn,Brooklyn,Brooklyn,57.44565217,68.69230769,81.08888889,7 Marcus Garvey Blvd,Brooklyn,6/4/2021,9/4/2021,3/4/2022,50-100,-16.8976801,12.3965812,-29.29426129,9.089225991,11.24665552,-2.157429527,2.157429527,40.70100403,-73.94271088,40.66583633,-73.98873138,40.700039,-73.941261,2,0,level2,12/4/2021,2021,162.78653096706984,100-200m
venue:40a68dc599b92496700ac53e,988.5108696,1077.615385,1188.333333,venue:6153b757a2c601d82cb5961b,11224,Groceries,532 Neptune Avenue,6/13/2023,Brooklyn,Brooklyn,Brooklyn,1265.472826,1379.450549,1319.633333,484 43rd St,Brooklyn,6/8/2021,9/8/2021,3/8/2022,1000-2500,110.7179487,-59.81721612,170.5351648,89.10451505,113.9777234,-24.87320831,24.87320831,40.64646912,-74.00849915,40.58026886,-73.97236633,40.649116,-74.006479,2,0,level2,12/8/2021,2021,339.9845484066652,300-400m
venue:dafc9c753d0c677b07d3d4c9,1104.304348,1088.835165,969.1888889,venue:5c0b574ddc71ee7d31c595a9,11214,Groceries,Starbucks - Tesla Supercharger,11/30/2023,Brooklyn,Brooklyn,Brooklyn,2380.271739,2412.571429,2436.111111,484 43rd St,Brooklyn,6/8/2021,9/8/2021,3/8/2022,1000-2500,-119.6462759,23.53968254,-143.1859585,-15.46918299,32.29968944,-47.76887243,47.76887243,40.64889526,-74.00679016,40.58283234,-73.98500061,40.649116,-74.006479,2,0,level2,12/8/2021,2021,35.965206489984084,0-100m
venue:374c2aeaac947a805c5899e2,65.19565217,78.51648352,80.93333333,venue:7e0449a89f791cf3209a97cc,11215,Groceries,266 13th St,7/7/2022,Brooklyn,Brooklyn,Brooklyn,62.97826087,67.05494505,81.41111111,484 43rd St,Brooklyn,6/8/2021,9/8/2021,3/8/2022,50-100,2.416849817,14.35616606,-11.93931624,13.32083134,4.076684185,9.244147157,9.244147157,40.65074921,-74.00479126,40.66583633,-73.98873138,40.649116,-74.006479,2,0,level2,12/8/2021,2021,230.80151975578192,200-300m
venue:662f44f2cfaa3b02c4b2c865,36.60869565,44.63736264,48.77777778,venue:bfd1a5eb4a9711645e6f9859,11215,Groceries,New York Presbyterian Hospital,9/30/2022,Brooklyn,Brooklyn,Brooklyn,23.19565217,17.61538462,17.1,484 43rd St,Brooklyn,6/8/2021,9/8/2021,3/8/2022,0-50,4.14041514,-0.515384615,4.655799756,8.028666985,-5.580267559,13.60893454,13.60893454,40.65065002,-74.00486755,40.66732788,-73.98152924,40.649116,-74.006479,2,0,level2,12/8/2021,2021,218.1623852935232,200-300m
venue:742edd5eca87ef8411920767,304.1444444,399.4395604,366.6521739,venue:f9956227ac9844e2afc8de13,11224,Groceries,532 Neptune Avenue,6/13/2023,Brooklyn,Brooklyn,Brooklyn,268.6555556,342.9230769,352.826087,266 13th St,Brooklyn,1/7/2022,4/7/2022,10/7/2022,200-500,-32.78738653,9.903010033,-42.69039656,95.295116,74.26752137,21.02759463,21.02759463,40.66924286,-73.98600769,40.57846069,-73.97506714,40.667017,-73.988698,2,0,level2,7/7/2022,2022,335.92228765519894,300-400m
venue:90f69efdb854f799445cbbf1,775.4347826,949.0879121,813.4222222,venue:6c2493d33ba56e15f7d00812,11209,Groceries,Superior Realty Group,8/1/2022,Brooklyn,Brooklyn,Brooklyn,469.0869565,544.3186813,581.8444444,395 Lenox Rd,Brooklyn,6/17/2021,9/17/2021,3/17/2022,500-1000,-135.6656899,37.52576313,-173.191453,173.6531295,75.2317248,98.42140468,98.42140468,40.65691757,-73.95053864,40.61647415,-74.03426361,40.654476,-73.946741,4,0,level2,12/17/2021,2021,420.3126884049241,300-400m
venue:411744b3a23d88fcae1d61fb,2295.822222,2307.119565,2261.021739,venue:642af989d0457006fa99708f,11224,Groceries,532 Neptune Avenue,6/13/2023,Brooklyn,Brooklyn,Brooklyn,1960.027778,1916.211957,1929.222826,HCBR STATION 1,Brooklyn,12/21/2021,3/21/2022,9/21/2022,1000-2500,-46.09782609,13.01086957,-59.10869565,11.297343,-43.81582126,55.11316425,55.11316425,40.61981964,-74.03224182,40.57923508,-73.97299194,40.619335,-74.029466,1,0,level2,6/21/2022,2022,240.9684017464146,200-300m
venue:2560698f2c7a8a3d56f2fb91,202.0449438,201.4347826,386.1847826,venue:f9956227ac9844e2afc8de13,11224,Groceries,532 Neptune Avenue,6/13/2023,Brooklyn,Brooklyn,Brooklyn,290.6179775,346.9456522,323.7663043,Superior Realty Group,Brooklyn,2/1/2022,5/1/2022,11/1/2022,200-500,184.75,-23.17934783,207.9293478,-0.610161212,56.32767465,-56.93783586,56.93783586,40.6174469,-74.03091431,40.57846069,-73.97506714,40.61517985,-74.03198462,4,0,level2,8/1/2022,2022,267.54462510117963,200-300m
venue:b0e6b6757dbb373162ec2250,472.6067416,428.8695652,419.7717391,venue:7cb94f439caa25cce62a6277,11230,Groceries,The 19th Ave Condominium,4/27/2023,Brooklyn,Brooklyn,Brooklyn,458.2134831,385.173913,487.9565217,550 Prospect Place,Brooklyn,2/1/2022,5/1/2022,11/1/2022,200-500,-9.097826087,102.7826087,-111.8804348,-43.73717636,-73.0395701,29.30239375,29.30239375,40.67611694,-73.95837402,40.62535477,-73.97644043,40.675159,-73.958501,7,0,level2,8/1/2022,2022,106.91733629389984,100-200m
venue:6c2493d33ba56e15f7d00812,554.7977528,468.3804348,519.0543478,venue:7cb94f439caa25cce62a6277,11230,Groceries,The 19th Ave Condominium,4/27/2023,Brooklyn,Brooklyn,Brooklyn,458.2134831,385.173913,487.9565217,Superior Realty Group,Brooklyn,2/1/2022,5/1/2022,11/1/2022,200-500,50.67391304,102.7826087,-52.10869565,-86.41731803,-73.0395701,-13.37774792,13.37774792,40.61647415,-74.03426361,40.62535477,-73.97644043,40.61517985,-74.03198462,4,0,level2,8/1/2022,2022,240.51937691057287,200-300m
venue:2058866f32d0cccc8cbd1592,588.3913043,619.494382,683.5217391,venue:9a644d7513f5a9049a432807,11224,Groceries,Starbucks - Tesla Supercharger,11/30/2023,Brooklyn,Brooklyn,Brooklyn,915.6413043,786.8651685,793.8695652,Dime,Brooklyn,11/1/2022,2/1/2023,8/1/2023,500-1000,64.02735711,7.004396678,57.02296043,31.10307767,-128.7761358,159.8792135,159.8792135,40.71256256,-73.9573822,40.57935715,-73.98470306,40.70983,-73.95767,0,15,dcfc,5/1/2023,2023,304.4191985081335,300-400m
venue:7cb94f439caa25cce62a6277,502.826087,519.2222222,528.3296703,venue:9a644d7513f5a9049a432807,11224,Groceries,Starbucks - Tesla Supercharger,11/30/2023,Brooklyn,Brooklyn,Brooklyn,928.6630435,790.3333333,794.4505495,The 19th Ave Condominium,Brooklyn,10/27/2022,1/27/2023,7/27/2023,500-1000,9.107448107,4.117216117,4.99023199,16.39613527,-138.3297101,154.7258454,154.7258454,40.62535477,-73.97644043,40.57935715,-73.98470306,40.626403,-73.977822,4,0,level2,4/27/2023,2023,164.965465066643,100-200m
venue:edca48ed9b730e6f98e2af5e,96.95505618,73.07608696,74.17391304,venue:9176e66f7d25a52a519ac784,11215,Home Improvements & Furnishings,266 13th St,7/7/2022,Brooklyn,Brooklyn,Brooklyn,96.61797753,81.07608696,69.59782609,NYC Parking Kent,Brooklyn,2/17/2021,5/17/2021,11/17/2021,50-100,1.097826087,-11.47826087,12.57608696,-23.87896922,-15.54189057,-8.337078652,8.337078652,40.71073532,-73.96529388,40.66437531,-73.99003601,40.709168,-73.968491,2,0,level2,8/17/2021,2021,321.3758799558782,300-400m
venue:3fa7bc14a54ba0df31d87278,63.02173913,52.51685393,67.40217391,venue:64cb8f6528bc3d0734a4f1d1,11238,Home Improvements & Furnishings,444 Clinton,3/30/2023,Brooklyn,Brooklyn,Brooklyn,69.83695652,72.40449438,74.2826087,INDUSTRY CITY LOT B EAST,Brooklyn,11/12/2021,2/12/2022,8/12/2022,50-100,14.88531998,1.878114314,13.00720567,-10.5048852,2.56753786,-13.07242306,13.07242306,40.65741348,-74.00759125,40.68286896,-73.9651947,40.659338,-74.006454,2,0,level2,5/12/2022,2022,234.3561198643875,200-300m
venue:a7ab19ff6ae10933b02ec5e6,103.9673913,93.63333333,102.4725275,venue:aace4c7f3fae713c677aee02,11222,Home Improvements & Furnishings,33 Norman Ave,9/8/2021,Brooklyn,Brooklyn,Brooklyn,78.45652174,67.9,45.87912088,IPark 255 Schermerhorn - Tesla Destination,Brooklyn,9/30/2018,12/31/2018,6/30/2019,50-100,8.839194139,-22.02087912,30.86007326,-10.33405797,-10.55652174,0.222463768,0.222463768,40.68788528,-73.98652649,40.72606277,-73.95184326,40.687913,-73.983039,4,0,level2,3/31/2019,2019,294.8163895168714,200-300m
