Original POI ID,Original Avg Pre Pre Open,Original Avg Pre Open,Original Avg Post Open,POI ID,Zip_Code,Group,Station,Open Date,City,OriginalNewCity,Similar New City,Avg Pre Pre Open,Avg Pre Open,Avg Post Open,Original Station Name,Original City,6 Months Before Original POI Open Date,3 Months Before Original POI Open Date,3 Months After Original POI Open Date,size_group,DiD1,DiD2,DiD,DiD3,DiD4,DiD5,difference,orig_latitude,orig_longitude,sim_latitude,sim_longitude,ev_latitude,ev_longitude,ev_level2,ev_dcfc,ev_type,Original POI Open Date,Original POI Open Year,Distance(m),distance_group
venue:aee02a68618c6a864e5fda30,1745.413043,1638.945652,1725.868132,venue:f68c3ea870d6dcf138dbc578,10475,Apparel,Baychester Retail III LLC,2/4/2022,Bronx,Bronx,Bronx,2046.630435,1979.423913,2430.769231,Mall at Bay Plaza - Tesla Supercharger,Bronx,3/30/2019,6/30/2019,12/30/2019,1000-2500,86.92247969,451.3453177,-364.422838,-106.4673913,-67.20652174,-39.26086957,39.26086957,40.86475372,-73.82804108,40.86874771,-73.82914734,40.863231,-73.828839,0,12,dcfc,9/30/2019,2019,181.98954136971508,100-200m
venue:b886e727ee41e117f7a2a34d,2084.315217,1734.48913,2685.384615,venue:f68c3ea870d6dcf138dbc578,10475,Apparel,Baychester Retail III LLC,2/4/2022,Bronx,Bronx,Bronx,2046.630435,1979.423913,2430.769231,Mall at Bay Plaza - Tesla Supercharger,Bronx,3/30/2019,6/30/2019,12/30/2019,1000-2500,950.8954849,451.3453177,499.5501672,-349.826087,-67.20652174,-282.6195652,282.6195652,40.86288834,-73.82805634,40.86874771,-73.82914734,40.863231,-73.828839,0,12,dcfc,9/30/2019,2019,76.1714056309868,0-100m
venue:280d777332c37342dae138d2,15.0,10.27173913,10.13043478,venue:1391dbb186a5427b7b5d6c06,10469,Apparel,Popeyes,1/14/2023,Bronx,Bronx,Bronx,9.247191011,3.336956522,7.663043478,3050 Corlear Ave - Nagle Parking Inc. - Tesla Destination,Bronx,2/28/2019,5/28/2019,11/28/2019,0-50,-0.141304348,4.326086957,-4.467391304,-4.72826087,-5.910234489,1.18197362,1.18197362,40.87899399,-73.90538025,40.87647629,-73.84890747,40.880142,-73.907385,4,0,level2,8/28/2019,2019,211.6751790667039,200-300m
venue:81c4527a932c30002cf37305,46.33695652,48.2826087,41.68131868,venue:b9c1f667de33b9b05fb0e1e3,10469,Beauty & Spa,Popeyes,1/14/2023,Bronx,Bronx,Bronx,39.27173913,45.73913043,54.13186813,Riverdale Fast Parking,Bronx,3/15/2022,6/15/2022,12/15/2022,0-50,-6.601290014,8.392737697,-14.99402771,1.945652174,6.467391304,-4.52173913,4.52173913,40.87980652,-73.90389252,40.87764359,-73.84548187,40.879501,-73.903603,8,0,level2,9/15/2022,2022,41.79296105933416,0-100m
venue:5ba8b5e4f5ec44796e7de4ba,16.54347826,23.89130435,25.64130435,venue:62139fec27f9195ec6cdbe4f,10462,Beauty & Spa,2244 Westchester Ave,12/26/2023,Bronx,Bronx,Bronx,22.77173913,23.7826087,15.70652174,3500 Dekalb Ave,Bronx,5/25/2021,8/25/2021,2/25/2022,0-50,1.75,-8.076086957,9.826086957,7.347826087,1.010869565,6.336956522,6.336956522,40.8809166,-73.88383484,40.83390808,-73.85250092,40.882337,-73.880265,2,0,level2,11/25/2021,2021,339.7256035480403,300-400m
venue:4fda7ff8875d3755c4560ac1,22.89130435,32.56521739,12.43478261,venue:62139fec27f9195ec6cdbe4f,10462,Beauty & Spa,2244 Westchester Ave,12/26/2023,Bronx,Bronx,Bronx,22.77173913,23.7826087,15.70652174,3500 Dekalb Ave,Bronx,5/25/2021,8/25/2021,2/25/2022,0-50,-20.13043478,-8.076086957,-12.05434783,9.673913043,1.010869565,8.663043478,8.663043478,40.88037491,-73.88317108,40.83390808,-73.85250092,40.882337,-73.880265,2,0,level2,11/25/2021,2021,327.8319805936127,300-400m
venue:646b5e81eb86a60d0849c317,26.08695652,30.2826087,45.26966292,venue:9661622da8cfacbeb41b519c,10462,Beauty & Spa,2244 Westchester Ave,12/26/2023,Bronx,Bronx,Bronx,32.55434783,38.56521739,35.40449438,Baychester Retail III LLC,Bronx,8/4/2021,11/4/2021,5/4/2022,0-50,14.98705423,-3.160723009,18.14777723,4.195652174,6.010869565,-1.815217391,1.815217391,40.86978531,-73.82949066,40.83403778,-73.85132599,40.869205,-73.831633,2,0,level2,2/4/2022,2022,191.75469172420753,100-200m
venue:62bf0659062ddf11c75266d8,268.2717391,186.75,210.752809,venue:640985cdd948953d22b73181,10463,Buildings and Entertainment Centers,Riverdale Fast Parking,9/15/2022,Bronx,Bronx,Bronx,184.4891304,168.7934783,154.1235955,Baychester Retail III LLC,Bronx,8/4/2021,11/4/2021,5/4/2022,100-200,24.00280899,-14.66988276,38.67269174,-81.52173913,-15.69565217,-65.82608696,65.82608696,40.8677597,-73.82827759,40.87992859,-73.90341949,40.869205,-73.831633,2,0,level2,2/4/2022,2022,325.23164868997816,300-400m
venue:cec01ce193cec2b168ce6839,567.7065217,452.8695652,513.6593407,venue:1e5dee96a96d02aac11f64a3,10475,Dining,Baychester Retail III LLC,2/4/2022,Bronx,Bronx,Bronx,485.6630435,444.6847826,468.5274725,Mall at Bay Plaza - Tesla Supercharger,Bronx,3/30/2019,6/30/2019,12/30/2019,200-500,60.78977544,23.84268992,36.94708552,-114.8369565,-40.97826087,-73.85869565,73.85869565,40.86441803,-73.82834625,40.86968994,-73.829422,40.863231,-73.828839,0,12,dcfc,9/30/2019,2019,138.21227830969568,100-200m
venue:70610ed99673d0c2d1be5565,723.0543478,560.5978261,631.0879121,venue:96e7d9b5f61947facabd424a,10462,Dining,2244 Westchester Ave,12/26/2023,Bronx,Bronx,Bronx,1078.391304,994.6521739,935.3516484,Riverdale Fast Parking,Bronx,3/15/2022,6/15/2022,12/15/2022,500-1000,70.490086,-59.30052556,129.7906116,-162.4565217,-83.73913043,-78.7173913,78.7173913,40.8793602,-73.90509033,40.83381653,-73.85296631,40.879501,-73.903603,8,0,level2,9/15/2022,2022,126.33587879672461,100-200m
venue:c8d9e18ec460aafa49762671,549.4891304,507.8369565,453.6593407,venue:96e7d9b5f61947facabd424a,10462,Dining,2244 Westchester Ave,12/26/2023,Bronx,Bronx,Bronx,1078.391304,994.6521739,935.3516484,Riverdale Fast Parking,Bronx,3/15/2022,6/15/2022,12/15/2022,500-1000,-54.17761586,-59.30052556,5.122909699,-41.65217391,-83.73913043,42.08695652,42.08695652,40.88040161,-73.90415955,40.83381653,-73.85296631,40.879501,-73.903603,8,0,level2,9/15/2022,2022,110.46904570188616,100-200m
venue:83f19a87896bd4b35488e768,257.7826087,194.7282609,217.2417582,venue:9c15fef582a39158928dc467,10462,Dining,2244 Westchester Ave,12/26/2023,Bronx,Bronx,Bronx,163.1956522,162.423913,146.1868132,Riverdale Fast Parking,Bronx,3/15/2022,6/15/2022,12/15/2022,100-200,22.51349737,-16.23709986,38.75059723,-63.05434783,-0.77173913,-62.2826087,62.2826087,40.87866974,-73.90457916,40.83460617,-73.85225677,40.879501,-73.903603,8,0,level2,9/15/2022,2022,123.65890466322722,100-200m
venue:9023440fc2a2811327107305,178.2173913,164.3152174,184.8021978,venue:9c15fef582a39158928dc467,10462,Dining,2244 Westchester Ave,12/26/2023,Bronx,Bronx,Bronx,163.1956522,162.423913,146.1868132,Riverdale Fast Parking,Bronx,3/15/2022,6/15/2022,12/15/2022,100-200,20.48698041,-16.23709986,36.72408027,-13.90217391,-0.77173913,-13.13043478,13.13043478,40.8794136,-73.9048233,40.83460617,-73.85225677,40.879501,-73.903603,8,0,level2,9/15/2022,2022,103.31391468637571,100-200m
venue:90e4e7f44b2d113643da0c22,797.3333333,1139.619565,1274.369565,venue:e06f4423a9531c938c4bafe4,10469,Dining,Popeyes,1/14/2023,Bronx,Bronx,Bronx,929.6666667,1221.836957,1214.195652,5935 Broadway,Bronx,12/25/2020,3/25/2021,9/25/2021,1000-2500,134.75,-7.641304348,142.3913043,342.2862319,292.1702899,50.11594203,50.11594203,40.89123917,-73.89792633,40.87942886,-73.84217834,40.888461,-73.899119,4,0,level2,6/25/2021,2021,324.4807763593688,300-400m
venue:9596261e3d05c853ef781fa4,417.4888889,589.3478261,813.9673913,venue:96e7d9b5f61947facabd424a,10462,Dining,2244 Westchester Ave,12/26/2023,Bronx,Bronx,Bronx,696.4555556,871.6521739,918.5869565,5935 Broadway,Bronx,12/25/2020,3/25/2021,9/25/2021,500-1000,224.6195652,46.93478261,177.6847826,171.8589372,175.1966184,-3.337681159,3.337681159,40.89022827,-73.89842987,40.83381653,-73.85296631,40.888461,-73.899119,4,0,level2,6/25/2021,2021,204.67123472498037,200-300m
venue:dbaa3c3645fb8ca780109cc0,63.68888889,82.05434783,114.1304348,venue:9c15fef582a39158928dc467,10462,Dining,2244 Westchester Ave,12/26/2023,Bronx,Bronx,Bronx,62.23333333,80.7826087,69.22826087,5935 Broadway,Bronx,12/25/2020,3/25/2021,9/25/2021,50-100,32.07608696,-11.55434783,43.63043478,18.36545894,18.54927536,-0.183816425,0.183816425,40.89025497,-73.89839172,40.83460617,-73.85225677,40.888461,-73.899119,4,0,level2,6/25/2021,2021,208.43880456576036,200-300m
venue:65e5bfcfcbb1885dd018feec,0.0,20.70652174,94.61956522,venue:440e23a942fde75be6044d01,10467,Dining,3500 Dekalb Ave,11/25/2021,Bronx,Bronx,Bronx,31.13333333,44.57608696,60.20652174,5935 Broadway,Bronx,12/25/2020,3/25/2021,9/25/2021,0-50,73.91304348,15.63043478,58.2826087,20.70652174,13.44275362,7.263768116,7.263768116,40.89019394,-73.89846802,40.88021469,-73.88344574,40.888461,-73.899119,4,0,level2,6/25/2021,2021,200.11322833498932,200-300m
venue:f83cd4615648ca687d0e86a9,1.255555556,1.304347826,2.239130435,venue:2269e096aadf316999034b7e,10467,Dining,3500 Dekalb Ave,11/25/2021,Bronx,Bronx,Bronx,0.0,0.0,27.20652174,5935 Broadway,Bronx,12/25/2020,3/25/2021,9/25/2021,0-50,0.934782609,27.20652174,-26.27173913,0.048792271,0.0,0.048792271,0.048792271,40.88982773,-73.89859772,40.8805275,-73.88339996,40.888461,-73.899119,4,0,level2,6/25/2021,2021,158.00778897856918,100-200m
venue:661dfa7dd299d8048b01d989,7.7,19.95652174,45.31521739,venue:440e23a942fde75be6044d01,10467,Dining,3500 Dekalb Ave,11/25/2021,Bronx,Bronx,Bronx,31.13333333,44.57608696,60.20652174,5935 Broadway,Bronx,12/25/2020,3/25/2021,9/25/2021,0-50,25.35869565,15.63043478,9.72826087,12.25652174,13.44275362,-1.186231884,1.186231884,40.88923645,-73.89932251,40.88021469,-73.88344574,40.888461,-73.899119,4,0,level2,6/25/2021,2021,87.80642302427377,0-100m
venue:3dfc4bb46d681dc91b72fba3,1035.044444,1381.032609,1550.804348,venue:e06f4423a9531c938c4bafe4,10469,Dining,Popeyes,1/14/2023,Bronx,Bronx,Bronx,929.6666667,1221.836957,1214.195652,3474 Putnam Place,Bronx,12/25/2020,3/25/2021,9/25/2021,1000-2500,169.7717391,-7.641304348,177.4130435,345.9881643,292.1702899,53.8178744,53.8178744,40.8792038,-73.87168884,40.87942886,-73.84217834,40.879413,-73.875485,2,0,level2,6/25/2021,2021,320.81480352421005,300-400m
venue:7af346bef77ba44f068f4870,44.95555556,41.0326087,45.97826087,venue:63da32734bf1972c88f18a34,10462,Dining,2244 Westchester Ave,12/26/2023,Bronx,Bronx,Bronx,15.93333333,12.31521739,8.663043478,3474 Putnam Place,Bronx,12/25/2020,3/25/2021,9/25/2021,0-50,4.945652174,-3.652173913,8.597826087,-3.92294686,-3.618115942,-0.304830918,0.304830918,40.87861252,-73.87332153,40.83400726,-73.85191345,40.879413,-73.875485,2,0,level2,6/25/2021,2021,202.86965057912062,200-300m
venue:2269e096aadf316999034b7e,0.0,406.3152174,495.0217391,venue:70610ed99673d0c2d1be5565,10463,Dining,Riverdale Fast Parking,9/15/2022,Bronx,Bronx,Bronx,320.2717391,430.0869565,430.8043478,3500 Dekalb Ave,Bronx,5/25/2021,8/25/2021,2/25/2022,200-500,88.70652174,0.717391304,87.98913043,406.3152174,109.8152174,296.5,296.5,40.8805275,-73.88339996,40.8793602,-73.90509033,40.882337,-73.880265,2,0,level2,11/25/2021,2021,331.9621844934184,300-400m
venue:d0e660441b68b24576ea22eb,354.0217391,442.3695652,353.8369565,venue:70610ed99673d0c2d1be5565,10463,Dining,Riverdale Fast Parking,9/15/2022,Bronx,Bronx,Bronx,320.2717391,430.0869565,430.8043478,3500 Dekalb Ave,Bronx,5/25/2021,8/25/2021,2/25/2022,200-500,-88.5326087,0.717391304,-89.25,88.34782609,109.8152174,-21.4673913,21.4673913,40.88132858,-73.88236237,40.8793602,-73.90509033,40.882337,-73.880265,2,0,level2,11/25/2021,2021,209.2636201909424,200-300m
venue:ff1073e7c4eeb399b9f678f0,140.7282609,189.7826087,158.1413043,venue:9023440fc2a2811327107305,10463,Dining,Riverdale Fast Parking,9/15/2022,Bronx,Bronx,Bronx,172.2717391,183.173913,166.3043478,3500 Dekalb Ave,Bronx,5/25/2021,8/25/2021,2/25/2022,100-200,-31.64130435,-16.86956522,-14.77173913,49.05434783,10.90217391,38.15217391,38.15217391,40.88226318,-73.88128662,40.8794136,-73.9048233,40.882337,-73.880265,2,0,level2,11/25/2021,2021,86.49626784408214,0-100m
venue:6481782f1c842b071c3e6a43,73.76086957,68.63043478,53.73913043,venue:9c15fef582a39158928dc467,10462,Dining,2244 Westchester Ave,12/26/2023,Bronx,Bronx,Bronx,75.7826087,74.17391304,75.25,3500 Dekalb Ave,Bronx,5/25/2021,8/25/2021,2/25/2022,50-100,-14.89130435,1.076086957,-15.9673913,-5.130434783,-1.608695652,-3.52173913,3.52173913,40.88237381,-73.88116455,40.83460617,-73.85225677,40.882337,-73.880265,2,0,level2,11/25/2021,2021,75.92833546457629,0-100m
venue:a4d588da6ae8b0e64f677407,87.86956522,84.60869565,80.39130435,venue:9c15fef582a39158928dc467,10462,Dining,2244 Westchester Ave,12/26/2023,Bronx,Bronx,Bronx,75.7826087,74.17391304,75.25,3500 Dekalb Ave,Bronx,5/25/2021,8/25/2021,2/25/2022,50-100,-4.217391304,1.076086957,-5.293478261,-3.260869565,-1.608695652,-1.652173913,1.652173913,40.88111496,-73.88273621,40.83460617,-73.85225677,40.882337,-73.880265,2,0,level2,11/25/2021,2021,248.5971057505591,200-300m
venue:440e23a942fde75be6044d01,58.9673913,43.75,38.39130435,venue:63da32734bf1972c88f18a34,10462,Dining,2244 Westchester Ave,12/26/2023,Bronx,Bronx,Bronx,11.43478261,6.826086957,7.413043478,3500 Dekalb Ave,Bronx,5/25/2021,8/25/2021,2/25/2022,0-50,-5.358695652,0.586956522,-5.945652174,-15.2173913,-4.608695652,-10.60869565,10.60869565,40.88021469,-73.88344574,40.83400726,-73.85191345,40.882337,-73.880265,2,0,level2,11/25/2021,2021,356.9608723682845,300-400m
venue:99e5b990b0b85036d552db7c,277.4456522,179.4673913,145.6304348,venue:3a7e8a70f703e3b33e022ad2,10469,Dining,Popeyes,1/14/2023,Bronx,Bronx,Bronx,142.9456522,103.8913043,118.9347826,3500 Dekalb Ave,Bronx,5/25/2021,8/25/2021,2/25/2022,100-200,-33.83695652,15.04347826,-48.88043478,-97.97826087,-39.05434783,-58.92391304,58.92391304,40.88041306,-73.88328552,40.87667847,-73.84686279,40.882337,-73.880265,2,0,level2,11/25/2021,2021,332.3608719132905,300-400m
venue:a406288bcf172ff82a6fdcf8,1732.391304,1571.891304,1710.719101,venue:31edb499ab32c33f60fa1044,10470,Dining,Parkash 4769 LLC - 4769 White Plains,8/5/2022,Bronx,Bronx,Bronx,1755.380435,1631.097826,1781.617978,Baychester Retail III LLC,Bronx,8/4/2021,11/4/2021,5/4/2022,1000-2500,138.8277968,150.5201514,-11.69235467,-160.5,-124.2826087,-36.2173913,36.2173913,40.86871338,-73.83056641,40.90265274,-73.84954071,40.869205,-73.831633,2,0,level2,2/4/2022,2022,105.19207608074103,100-200m
venue:775c6b51bb740e35fbb6b1c9,578.9782609,513.5108696,522.4831461,venue:96e7d9b5f61947facabd424a,10462,Dining,2244 Westchester Ave,12/26/2023,Bronx,Bronx,Bronx,913.7282609,864.4130435,1021.426966,Baychester Retail III LLC,Bronx,8/4/2021,11/4/2021,5/4/2022,500-1000,8.972276502,157.0139228,-148.0416463,-65.4673913,-49.31521739,-16.15217391,16.15217391,40.86787415,-73.82784271,40.83381653,-73.85296631,40.869205,-73.831633,2,0,level2,2/4/2022,2022,352.05368570404767,300-400m
venue:1e5dee96a96d02aac11f64a3,400.2173913,328.5326087,294.0449438,venue:c8d9e18ec460aafa49762671,10463,Dining,Riverdale Fast Parking,9/15/2022,Bronx,Bronx,Bronx,511.8586957,434.8586957,518.6179775,Baychester Retail III LLC,Bronx,8/4/2021,11/4/2021,5/4/2022,200-500,-34.48766488,83.75928188,-118.2469468,-71.68478261,-77.0,5.315217391,5.315217391,40.86968994,-73.829422,40.88040161,-73.90415955,40.869205,-73.831633,2,0,level2,2/4/2022,2022,194.01341379928888,100-200m
venue:df925c147dab29458aea1f02,59.34782609,68.23913043,55.85393258,venue:65c1f0d6fb16ea07122652ec,10463,Dining,Riverdale Fast Parking,9/15/2022,Bronx,Bronx,Bronx,67.73913043,83.43478261,97.41573034,Baychester Retail III LLC,Bronx,8/4/2021,11/4/2021,5/4/2022,50-100,-12.38519785,13.98094773,-26.36614558,8.891304348,15.69565217,-6.804347826,6.804347826,40.87005234,-73.82939911,40.88065338,-73.90264893,40.869205,-73.831633,2,0,level2,2/4/2022,2022,210.5193128076273,200-300m
venue:908a0d1b388cfbdde91ac9b3,33.63043478,27.98913043,50.93258427,venue:452f149306ce086fc06fd23d,10463,Dining,Riverdale Fast Parking,9/15/2022,Bronx,Bronx,Bronx,52.27173913,46.86956522,44.73033708,Baychester Retail III LLC,Bronx,8/4/2021,11/4/2021,5/4/2022,0-50,22.94345383,-2.139228139,25.08268197,-5.641304348,-5.402173913,-0.239130435,0.239130435,40.86877823,-73.83382416,40.87845993,-73.90300751,40.869205,-73.831633,2,0,level2,2/4/2022,2022,190.70119595105183,100-200m
venue:3356c8ab42f9464582dfadcd,2.010869565,4.739130435,3.0,venue:6ad733ea32d59586b0668974,10462,Dining,2244 Westchester Ave,12/26/2023,Bronx,Bronx,Bronx,12.89130435,17.89130435,12.88764045,Baychester Retail III LLC,Bronx,8/4/2021,11/4/2021,5/4/2022,0-50,-1.739130435,-5.003663898,3.264533464,2.72826087,5.0,-2.27173913,2.27173913,40.86970901,-73.82952118,40.83370972,-73.85118103,40.869205,-73.831633,2,0,level2,2/4/2022,2022,186.61963476479897,100-200m
venue:2a980a381c52d07de5178129,660.3478261,570.6630435,585.0,venue:96e7d9b5f61947facabd424a,10462,Dining,2244 Westchester Ave,12/26/2023,Bronx,Bronx,Bronx,913.7282609,864.4130435,1021.426966,Northeast Bronx YMCA,Bronx,8/4/2021,11/4/2021,5/4/2022,500-1000,14.33695652,157.0139228,-142.6769663,-89.68478261,-49.31521739,-40.36956522,40.36956522,40.88030624,-73.84192657,40.83381653,-73.85296631,40.88278584,-73.8419856,4,0,level2,2/4/2022,2022,275.40853924599605,200-300m
venue:3fc8f5b3dd0455f99ab7a9a8,606.6956522,551.2065217,580.7752809,venue:96e7d9b5f61947facabd424a,10462,Dining,2244 Westchester Ave,12/26/2023,Bronx,Bronx,Bronx,913.7282609,864.4130435,1021.426966,Northeast Bronx YMCA,Bronx,8/4/2021,11/4/2021,5/4/2022,500-1000,29.56875916,157.0139228,-127.4451637,-55.48913043,-49.31521739,-6.173913043,6.173913043,40.88081741,-73.83885956,40.83381653,-73.85296631,40.88278584,-73.8419856,4,0,level2,2/4/2022,2022,342.35378148741745,300-400m
venue:b97df59d408f125fbb2798f8,55.84782609,55.58695652,81.40449438,venue:9c15fef582a39158928dc467,10462,Dining,2244 Westchester Ave,12/26/2023,Bronx,Bronx,Bronx,70.69565217,71.19565217,149.9438202,Northeast Bronx YMCA,Bronx,8/4/2021,11/4/2021,5/4/2022,50-100,25.81753786,78.74816805,-52.93063019,-0.260869565,0.5,-0.760869565,0.760869565,40.87993622,-73.83833313,40.83460617,-73.85225677,40.88278584,-73.8419856,4,0,level2,2/4/2022,2022,441.4932760948183,300-400m
venue:452f149306ce086fc06fd23d,43.38043478,43.51086957,38.02197802,venue:6ad733ea32d59586b0668974,10462,Dining,2244 Westchester Ave,12/26/2023,Bronx,Bronx,Bronx,18.15217391,19.20652174,25.7032967,Riverdale Fast Parking,Bronx,3/15/2022,6/15/2022,12/15/2022,0-50,-5.488891543,6.496774964,-11.98566651,0.130434783,1.054347826,-0.923913043,0.923913043,40.87845993,-73.90300751,40.83370972,-73.85118103,40.879501,-73.903603,8,0,level2,9/15/2022,2022,126.0380755692036,100-200m
venue:31edb499ab32c33f60fa1044,1781.617978,1813.923913,1826.804348,venue:96e7d9b5f61947facabd424a,10462,Dining,2244 Westchester Ave,12/26/2023,Bronx,Bronx,Bronx,1021.426966,1072.293478,923.4456522,Parkash 4769 LLC - 4769 White Plains,Bronx,2/5/2022,5/5/2022,11/5/2022,1000-2500,12.88043478,-148.8478261,161.7282609,32.30593552,50.86651197,-18.56057645,18.56057645,40.90265274,-73.84954071,40.83381653,-73.85296631,40.905461,-73.849791,7,0,level2,8/5/2022,2022,312.57525407530665,300-400m
venue:3a7e8a70f703e3b33e022ad2,142.6304348,146.5869565,136.9,venue:ad003a8fcd492b1875df12ba,10462,Dining,2244 Westchester Ave,12/26/2023,Bronx,Bronx,Bronx,177.6956522,168.8804348,172.9555556,Popeyes,Bronx,7/14/2022,10/14/2022,4/14/2023,100-200,-9.686956522,4.075120773,-13.76207729,3.956521739,-8.815217391,12.77173913,12.77173913,40.87667847,-73.84686279,40.83399963,-73.85197449,40.876952,-73.845534,6,0,level2,1/14/2023,2023,116.05177124987202,100-200m
venue:661a71cb5b6e06001240a0d2,162.0,188.2173913,173.1333333,venue:ad003a8fcd492b1875df12ba,10462,Dining,2244 Westchester Ave,12/26/2023,Bronx,Bronx,Bronx,177.6956522,168.8804348,172.9555556,Popeyes,Bronx,7/14/2022,10/14/2022,4/14/2023,100-200,-15.08405797,4.075120773,-19.15917874,26.2173913,-8.815217391,35.0326087,35.0326087,40.87937546,-73.84332275,40.83399963,-73.85197449,40.876952,-73.845534,6,0,level2,1/14/2023,2023,327.36858779480804,300-400m
venue:661d0155cf61a816a80eb856,133.3369565,111.8695652,95.5,venue:9c15fef582a39158928dc467,10462,Dining,2244 Westchester Ave,12/26/2023,Bronx,Bronx,Bronx,161.2826087,134.4782609,148.8666667,Popeyes,Bronx,7/14/2022,10/14/2022,4/14/2023,100-200,-16.36956522,14.3884058,-30.75797101,-21.4673913,-26.80434783,5.336956522,5.336956522,40.87880325,-73.84313202,40.83460617,-73.85225677,40.876952,-73.845534,6,0,level2,1/14/2023,2023,288.5417737104074,200-300m
venue:d212174f26e456522a8a6d31,740.2065217,803.6195652,806.6263736,venue:dcb1e21c6f164ac2c0886039,10469,Groceries,Popeyes,1/14/2023,Bronx,Bronx,Bronx,523.5217391,562.6195652,457.5824176,Riverdale Fast Parking,Bronx,3/15/2022,6/15/2022,12/15/2022,500-1000,3.006808409,-105.0371476,108.043956,63.41304348,39.09782609,24.31521739,24.31521739,40.878582,-73.90545654,40.87630081,-73.84635925,40.879501,-73.903603,8,0,level2,9/15/2022,2022,186.61231806786273,100-200m
venue:523546f60048c089c09e3be3,40.40449438,48.34782609,45.31521739,venue:6481782f1c842b071c3e6a42,10467,Groceries,3500 Dekalb Ave,11/25/2021,Bronx,Bronx,Bronx,0.0,0.0,0.0,3050 Corlear Ave - Nagle Parking Inc. - Tesla Destination,Bronx,2/28/2019,5/28/2019,11/28/2019,0-50,-3.032608696,0.0,-3.032608696,7.943331705,0.0,7.943331705,7.943331705,40.87936783,-73.90481567,40.88221359,-73.88135529,40.880142,-73.907385,4,0,level2,8/28/2019,2019,233.00439188145785,200-300m
venue:a11ac4da0b2f1d6eba139010,394.5444444,453.1086957,464.6521739,venue:ec7fd58b3c86646d4066001c,10463,Groceries,Riverdale Fast Parking,9/15/2022,Bronx,Bronx,Bronx,262.0111111,333.5326087,376.8913043,3474 Putnam Place,Bronx,12/25/2020,3/25/2021,9/25/2021,200-500,11.54347826,43.35869565,-31.81521739,58.56425121,71.52149758,-12.95724638,12.95724638,40.878685,-73.87384033,40.8784256,-73.90421295,40.879413,-73.875485,2,0,level2,6/25/2021,2021,160.47902960807568,100-200m
venue:f6256fa0be2a0120083bdab9,675.576087,712.9456522,698.6847826,venue:d578d3c1b70f2f519f54f51c,10470,Groceries,Parkash 4769 LLC - 4769 White Plains,8/5/2022,Bronx,Bronx,Bronx,694.6847826,756.826087,669.6847826,3500 Dekalb Ave,Bronx,5/25/2021,8/25/2021,2/25/2022,500-1000,-14.26086957,-87.14130435,72.88043478,37.36956522,62.14130435,-24.77173913,24.77173913,40.88248062,-73.8819809,40.90408707,-73.85021973,40.882337,-73.880265,2,0,level2,11/25/2021,2021,145.50062696342508,100-200m
venue:df76d40f23d6a924b2041c88,500.0434783,498.8804348,440.247191,venue:dcb1e21c6f164ac2c0886039,10469,Groceries,Popeyes,1/14/2023,Bronx,Bronx,Bronx,418.0217391,416.9456522,484.5842697,Baychester Retail III LLC,Bronx,8/4/2021,11/4/2021,5/4/2022,200-500,-58.63324377,67.63861749,-126.2718613,-1.163043478,-1.076086957,-0.086956522,0.086956522,40.87055588,-73.828125,40.87630081,-73.84635925,40.869205,-73.831633,2,0,level2,2/4/2022,2022,331.6005756848962,300-400m
venue:53aa04c5d803d341a4b1d1fd,231.5543478,240.8478261,237.3707865,venue:61b0841a0a41be53abacafb2,10462,Groceries,2244 Westchester Ave,12/26/2023,Bronx,Bronx,Bronx,204.5326087,206.7826087,241.9325843,Baychester Retail III LLC,Bronx,8/4/2021,11/4/2021,5/4/2022,200-500,-3.47703957,35.14997557,-38.62701514,9.293478261,2.25,7.043478261,7.043478261,40.86858368,-73.83371735,40.8340416,-73.85122681,40.869205,-73.831633,2,0,level2,2/4/2022,2022,188.77570400991578,100-200m
venue:ec7fd58b3c86646d4066001c,468.0108696,582.1630435,749.7362637,venue:dcb1e21c6f164ac2c0886039,10469,Groceries,Popeyes,1/14/2023,Bronx,Bronx,Bronx,523.5217391,562.6195652,457.5824176,Riverdale Fast Parking,Bronx,3/15/2022,6/15/2022,12/15/2022,500-1000,167.5732203,-105.0371476,272.6103679,114.1521739,39.09782609,75.05434783,75.05434783,40.8784256,-73.90421295,40.87630081,-73.84635925,40.879501,-73.903603,8,0,level2,9/15/2022,2022,130.02112247711986,100-200m
venue:d578d3c1b70f2f519f54f51c,659.0561798,598.8695652,529.0652174,venue:dcb1e21c6f164ac2c0886039,10469,Groceries,Popeyes,1/14/2023,Bronx,Bronx,Bronx,484.5842697,619.8478261,478.8913043,Parkash 4769 LLC - 4769 White Plains,Bronx,2/5/2022,5/5/2022,11/5/2022,500-1000,-69.80434783,-140.9565217,71.15217391,-60.18661456,135.2635564,-195.450171,195.450171,40.90408707,-73.85021973,40.87630081,-73.84635925,40.905461,-73.849791,7,0,level2,8/5/2022,2022,156.79558838278206,100-200m
